Nb_Locations : 141
 
from,to,distance,speed,duration 
69,95,8.722,0.614225,14.2,
69,96,17.184,0.959107,17.9167,
69,97,6.092,0.685779,8.88333,
69,98,0.308,0.596129,0.516667,
69,99,21.331,1.10715,19.2667,
69,100,6.013,0.713004,8.43333,
69,101,3.049,0.575283,5.3,
69,102,7.872,0.663371,11.8667,
69,103,8.554,0.611,14,
69,104,8.478,0.624914,13.5667,
69,105,8.248,0.624061,13.2167,
69,106,6.315,0.713559,8.85,
69,107,11.615,0.664981,17.4667,
69,108,1.773,0.571935,3.1,
69,109,18.55,0.860124,21.5667,
69,110,21.566,1.15532,18.6667,
69,111,15.673,0.910339,17.2167,
69,112,10.759,0.742,14.5,
69,113,11.588,0.782973,14.8,
69,114,9.376,0.651111,14.4,
69,115,17.13,0.949908,18.0333,
69,116,6.233,0.700337,8.9,
69,117,0.968,0.352,2.75,
69,118,11.219,0.878773,12.7667,
69,119,17.575,0.924189,19.0167,
69,120,10.93,0.661089,16.5333,
69,121,6.57,0.692794,9.48333,
69,122,12.179,0.789136,15.4333,
69,123,20.491,0.978869,20.9333,
69,124,15.487,0.932952,16.6,
69,125,11.336,0.87876,12.9,
69,126,20.517,1.07607,19.0667,
69,127,0.188,0.663529,0.283333,
69,128,9.954,0.642194,15.5,
69,129,13.142,0.7901,16.6333,
69,130,8.114,0.568075,14.2833,
69,131,3.291,0.582478,5.65,
69,132,7.245,0.64115,11.3,
69,133,7.618,0.656724,11.6,
69,134,11.821,0.846372,13.9667,
69,135,8.523,0.647316,13.1667,
69,136,13.051,0.799857,16.3167,
69,137,11.035,0.664092,16.6167,
69,138,1.856,0.458272,4.05,
69,139,13.998,0.749893,18.6667,
69,140,2.135,0.469231,4.55,
70,0,6.889,0.585467,11.7667,
70,1,2.146,0.402375,5.33333,
70,2,1.719,0.387744,4.43333,
70,3,9.809,0.810661,12.1,
70,4,19.407,0.981804,19.7667,
70,5,12.065,0.929268,12.9833,
70,6,13.19,1.00944,13.0667,
70,7,5.87,0.547745,10.7167,
70,8,5.894,0.52861,11.15,
70,9,7.515,0.769454,9.76667,
70,10,30.677,1.35839,22.5833,
70,11,11.696,0.916136,12.7667,
70,12,0.359,0.27974,1.28333,
70,13,7.316,0.534015,13.7,
70,14,6.648,0.510077,13.0333,
70,15,5.599,0.555273,10.0833,
70,16,53.376,1.3828,38.6,
70,17,10.865,0.829389,13.1,
70,18,12.709,0.889778,14.2833,
70,19,6.21,0.514641,12.0667,
70,20,11.697,0.927107,12.6167,
70,21,8.028,0.738773,10.8667,
70,22,39.693,1.34098,29.6,
70,23,8.625,0.720752,11.9667,
70,24,6.24,0.544186,11.4667,
70,25,23.494,1.03879,22.6167,
70,26,9.937,0.86159,11.5333,
70,27,7.86,0.75942,10.35,
70,28,14.098,0.932613,15.1167,
70,29,10.703,0.806759,13.2667,
70,30,40.315,1.0852,37.15,
70,31,10.234,0.769474,13.3,
70,32,11.923,0.94627,12.6,
70,33,11.834,0.923329,12.8167,
70,34,3.966,0.529978,7.48333,
70,35,9.968,0.717122,13.9,
70,36,9.758,0.838797,11.6333,
70,37,5.395,0.535041,10.0833,
70,38,11.604,0.944695,12.2833,
70,39,4.08,0.491566,8.3,
70,40,6.837,0.552113,12.3833,
70,41,2.821,0.480852,5.86667,
70,42,13.524,0.859576,15.7333,
70,43,13.524,1.02068,13.25,
70,44,17.695,1.04498,16.9333,
70,45,9.975,0.721954,13.8167,
70,46,2.888,0.550095,5.25,
70,47,13.573,0.976475,13.9,
70,48,18.369,1.02429,17.9333,
70,49,16.06,0.833564,19.2667,
70,50,14.912,0.933946,15.9667,
70,51,8.598,0.647277,13.2833,
70,52,14.046,1.00688,13.95,
70,53,0.907,0.370204,2.45,
70,54,27.727,1.06848,25.95,
70,55,10.4,0.816754,12.7333,
70,56,6.238,0.537759,11.6,
70,57,6.765,0.782081,8.65,
70,58,13.016,0.89049,14.6167,
70,59,10.056,0.714882,14.0667,
70,60,10.514,0.78171,13.45,
70,61,1.601,0.38119,4.2,
70,62,9.578,0.799277,11.9833,
70,63,12.531,0.883502,14.1833,
70,64,3.528,0.478914,7.36667,
70,65,15.004,0.941674,15.9333,
70,66,9.879,0.734498,13.45,
70,67,16.02,0.919809,17.4167,
70,68,3.371,0.533668,6.31667,
70,69,16.147,0.941516,17.15,
70,70,0,0,0,
70,71,10.578,0.774945,13.65,
70,72,16.015,0.905655,17.6833,
70,73,14.232,0.998737,14.25,
70,74,13.194,0.926979,14.2333,
70,75,18.291,1.02375,17.8667,
70,76,1.026,0.4275,2.4,
70,77,5.863,0.552245,10.6167,
70,78,12.711,0.940395,13.5167,
70,79,10.585,0.786989,13.45,
70,80,11.134,0.768746,14.4833,
70,81,5.138,0.537073,9.56667,
70,82,12.511,0.957474,13.0667,
70,83,4.147,0.491739,8.43333,
70,84,6.306,0.535163,11.7833,
70,85,5.926,0.558179,10.6167,
70,86,22.587,1.14655,19.7,
70,87,16.82,1.07134,15.7,
70,88,12.484,0.877096,14.2333,
70,89,13.305,0.867717,15.3333,
70,90,2.953,0.478865,6.16667,
70,91,19.118,0.878315,21.7667,
70,92,2.136,0.471176,4.53333,
70,93,11.928,0.879214,13.5667,
70,94,8.558,0.900842,9.5,
70,95,13.414,0.96852,13.85,
70,96,0.467,0.28303,1.65,
70,97,9.999,0.821836,12.1667,
70,98,16.455,0.931415,17.6667,
70,99,4.052,0.690682,5.86667,
70,100,10.825,0.75348,14.3667,
70,101,14.741,0.959284,15.3667,
70,102,4.917,0.55875,8.8,
70,103,7.949,0.757048,10.5,
70,104,6.301,0.528755,11.9167,
70,105,8.929,0.841036,10.6167,
70,106,6.477,0.546582,11.85,
70,107,2.343,0.446286,5.25,
70,108,14.193,0.837345,16.95,
70,109,31.412,1.32261,23.75,
70,110,31.042,1.36149,22.8,
70,111,25.149,1.17702,21.3667,
70,112,7.853,0.68886,11.4,
70,113,11.418,0.824404,13.85,
70,114,11.222,0.82616,13.5833,
70,115,2.024,0.420208,4.81667,
70,116,7.054,0.541921,13.0167,
70,117,18.143,0.990519,18.3167,
70,118,6.598,0.814568,8.1,
70,119,27.05,1.16763,23.1667,
70,120,12.506,0.99254,12.6,
70,121,6.371,0.538394,11.8333,
70,122,9.78,0.752308,13,
70,123,29.967,1.1947,25.0833,
70,124,24.963,1.204,20.7333,
70,125,6.715,0.813939,8.25,
70,126,29.993,1.2928,23.2,
70,127,16.334,0.936941,17.4333,
70,128,4.172,0.548947,7.6,
70,129,6.547,0.615705,10.6333,
70,130,14.38,0.90251,15.9333,
70,131,13.598,1.0085,13.4833,
70,132,9.325,0.862096,10.8167,
70,133,5.441,0.546834,9.95,
70,134,7.2,0.772809,9.31667,
70,135,12.805,0.894412,14.3167,
70,136,6.457,0.62588,10.3167,
70,137,25.985,1.15318,22.5333,
70,138,17.576,0.99206,17.7167,
70,139,13.069,0.96688,13.5167,
70,140,17.52,1.0069,17.4,
71,0,14.556,0.807919,18.0167,
71,1,7.435,0.520537,14.2833,
71,2,7.4,0.516279,14.3333,
71,3,4.104,0.469924,8.73333,
71,4,18.926,0.970564,19.5,
71,5,5.531,0.56343,9.81667,
71,6,9.362,0.62206,15.05,
71,7,3.94,0.46998,8.38333,
71,8,3.697,0.454549,8.13333,
71,9,3.145,0.528571,5.95,
71,10,22.473,0.971455,23.1333,
71,11,2.79,0.519876,5.36667,
71,12,10.931,0.801785,13.6333,
71,13,1.426,0.394286,3.61667,
71,14,2.038,0.457978,4.45,
71,15,2.887,0.465645,6.2,
71,16,52.278,1.28395,40.7167,
71,17,5.161,0.53024,9.73333,
71,18,6.175,0.555472,11.1167,
71,19,2.296,0.454653,5.05,
71,20,5.163,0.547314,9.43333,
71,21,3.374,0.462192,7.3,
71,22,34.101,1.25525,27.1667,
71,23,6.825,0.548193,12.45,
71,24,2.527,0.462256,5.46667,
71,25,18.548,0.790959,23.45,
71,26,4.232,0.519264,8.15,
71,27,3.093,0.429583,7.2,
71,28,10.829,0.718739,15.0667,
71,29,1.049,0.434069,2.41667,
71,30,35.368,0.931554,37.9667,
71,31,1.541,0.375854,4.1,
71,32,1.93,0.404895,4.76667,
71,33,1.924,0.454488,4.23333,
71,34,6.409,0.554092,11.5667,
71,35,8.377,0.622054,13.4667,
71,36,1.391,0.458571,3.03333,
71,37,3.268,0.471346,6.93333,
71,38,2.698,0.554384,4.86667,
71,39,6.05,0.506983,11.9333,
71,40,2.227,0.528142,4.21667,
71,41,6.348,0.525352,12.0833,
71,42,6.99,0.556972,12.55,
71,43,4.985,0.574088,8.68333,
71,44,7.112,0.67306,10.5667,
71,45,6.593,0.538204,12.25,
71,46,6.21,0.530769,11.7,
71,47,6.54,0.572012,11.4333,
71,48,6.155,0.633448,9.71667,
71,49,14.993,0.750275,19.9833,
71,50,4.988,0.544145,9.16667,
71,51,13.383,0.703751,19.0167,
71,52,3.992,0.524114,7.61667,
71,53,11.422,0.848168,13.4667,
71,54,22.135,0.941247,23.5167,
71,55,4.695,0.502139,9.35,
71,56,2.301,0.430093,5.35,
71,57,4.451,0.504839,8.81667,
71,58,6.482,0.566939,11.4333,
71,59,7.765,0.558633,13.9,
71,60,1.024,0.361412,2.83333,
71,61,8.085,0.546284,14.8,
71,62,3.874,0.450465,8.6,
71,63,5.997,0.545182,11,
71,64,6.306,0.559704,11.2667,
71,65,5.263,0.596938,8.81667,
71,66,8.288,0.636722,13.0167,
71,67,5.502,0.604615,9.1,
71,68,5.735,0.537656,10.6667,
71,69,5.505,0.632759,8.7,
71,70,11.181,0.78555,14.2333,
71,71,0,0,0,
71,72,9.696,0.607265,15.9667,
71,73,4.308,0.573126,7.51667,
71,74,6.567,0.52747,12.45,
71,75,12.699,0.822829,15.4333,
71,76,10.613,0.866367,12.25,
71,77,2.896,0.464599,6.23333,
71,78,6.9,0.583921,11.8167,
71,79,4.88,0.483967,10.0833,
71,80,0.584,0.203721,2.86667,
71,81,3.58,0.455085,7.86667,
71,82,6.74,0.557793,12.0833,
71,83,6.116,0.506851,12.0667,
71,84,2.68,0.451685,5.93333,
71,85,3.474,0.449224,7.73333,
71,86,16.448,0.781378,21.05,
71,87,5.636,0.644114,8.75,
71,88,2.226,0.443721,5.01667,
71,89,2.81,0.500297,5.61667,
71,90,6.758,0.575149,11.75,
71,91,18.052,0.802906,22.4833,
71,92,6.878,0.53249,12.9167,
71,93,2.882,0.48573,5.93333,
71,94,2.64,0.455172,5.8,
71,95,8.655,0.553035,15.65,
71,96,11.591,0.815311,14.2167,
71,97,0.565,0.294783,1.91667,
71,98,5.813,0.630705,9.21667,
71,99,15.738,1.01101,15.5667,
71,100,0.486,0.331364,1.46667,
71,101,4.817,0.562296,8.56667,
71,102,3.568,0.484344,7.36667,
71,103,3.815,0.505298,7.55,
71,104,3.701,0.445904,8.3,
71,105,3.011,0.435325,6.91667,
71,106,2.587,0.538958,4.8,
71,107,6.845,0.537565,12.7333,
71,108,3.647,0.521,7,
71,109,22.433,0.963479,23.2833,
71,110,25.449,1.24852,20.3833,
71,111,19.557,1.03294,18.9333,
71,112,4.884,0.480393,10.1667,
71,113,5.713,0.54496,10.4833,
71,114,5.517,0.54,10.2167,
71,115,7.833,0.536507,14.6,
71,116,1.652,0.430957,3.83333,
71,117,6.135,0.596596,10.2833,
71,118,4.516,0.506467,8.91667,
71,119,21.458,1.03495,20.7333,
71,120,8.679,0.599241,14.4833,
71,121,2.174,0.440676,4.93333,
71,122,6.303,0.566987,11.1167,
71,123,24.374,1.07611,22.65,
71,124,19.37,1.05847,18.3,
71,125,4.43,0.496822,8.91667,
71,126,24.4,1.17496,20.7667,
71,127,5.692,0.633618,8.98333,
71,128,5.651,0.51295,11.0167,
71,129,7.548,0.583608,12.9333,
71,130,8.235,0.584734,14.0833,
71,131,5.06,0.567477,8.91667,
71,132,2.033,0.419175,4.85,
71,133,3.314,0.465667,7.11667,
71,134,4.915,0.492321,9.98333,
71,135,6.272,0.563353,11.1333,
71,136,7.458,0.591905,12.6,
71,137,20.393,1.01458,20.1,
71,138,5.71,0.593761,9.61667,
71,139,8.123,0.566063,14.35,
71,140,5.513,0.589626,9.35,
72,0,13.222,0.701432,18.85,
72,1,17.24,0.944658,18.25,
72,2,16.099,0.879727,18.3,
72,3,6.289,0.56488,11.1333,
72,4,28.111,1.17537,23.9167,
72,5,4.589,0.533605,8.6,
72,6,2.772,0.531374,5.21667,
72,7,16.542,0.984643,16.8,
72,8,14.83,0.90335,16.4167,
72,9,11.17,0.788471,14.1667,
72,10,12.393,0.748822,16.55,
72,11,7.342,0.561888,13.0667,
72,12,15.558,0.910712,17.0833,
72,13,10.786,0.681221,15.8333,
72,14,12.423,0.73292,16.95,
72,15,14.534,0.94684,15.35,
72,16,42.871,1.25049,34.2833,
72,17,5.893,0.549891,10.7167,
72,18,3.913,0.509284,7.68333,
72,19,15.145,0.87375,17.3333,
72,20,4.745,0.530168,8.95,
72,21,11.683,0.764427,15.2833,
72,22,29.907,1.22486,24.4167,
72,23,7.862,0.586716,13.4,
72,24,15.175,0.907777,16.7167,
72,25,17.954,0.891017,20.15,
72,26,6.212,0.558801,11.1167,
72,27,11.514,0.78061,14.75,
72,28,2.372,0.506477,4.68333,
72,29,10.575,0.689674,15.3333,
72,30,33.515,0.996482,33.6333,
72,31,8.444,0.572475,14.75,
72,32,7.569,0.586744,12.9,
72,33,7.48,0.570267,13.1167,
72,34,15.489,0.985514,15.7167,
72,35,8.836,0.544872,16.2167,
72,36,9.63,0.70292,13.7,
72,37,14.33,0.93355,15.35,
72,38,6.869,0.550254,12.4833,
72,39,15.381,0.995534,15.45,
72,40,11.753,0.685973,17.1333,
72,41,15.735,0.909538,17.3,
72,42,3.606,0.471373,7.65,
72,43,5.062,0.520068,9.73333,
72,44,7.639,0.689233,11.0833,
72,45,7.63,0.577301,13.2167,
72,46,15.541,1.02131,15.2167,
72,47,4.278,0.533638,8.01667,
72,48,8.313,0.687972,12.0833,
72,49,14.893,0.805027,18.5,
72,50,6.45,0.51738,12.4667,
72,51,13.292,0.755943,17.5833,
72,52,5.584,0.534354,10.45,
72,53,16.049,0.948709,16.9167,
72,54,17.94,0.863884,20.7667,
72,55,5.783,0.547287,10.5667,
72,56,15.173,0.899585,16.8667,
72,57,10.419,0.797372,13.0667,
72,58,4.239,0.530981,7.98333,
72,59,8.241,0.643828,12.8,
72,60,8.401,0.567635,14.8,
72,61,15.74,0.916893,17.1667,
72,62,6.983,0.551289,12.6667,
72,63,4.435,0.49461,8.96667,
72,64,15.693,0.952053,16.4833,
72,65,7.825,0.669757,11.6833,
72,66,9.495,0.659375,14.4,
72,67,7.726,0.666034,11.6,
72,68,15.066,1.06348,14.1667,
72,69,8.966,0.684427,13.1,
72,70,15.807,0.893893,17.6833,
72,71,9.405,0.616721,15.25,
72,72,0,0,0,
72,73,5.77,0.537578,10.7333,
72,74,6.468,0.546592,11.8333,
72,75,1.335,0.374299,3.56667,
72,76,15.239,0.969608,15.7167,
72,77,14.798,0.931668,15.8833,
72,78,4.638,0.553241,8.38333,
72,79,5.678,0.549484,10.3333,
72,80,8.956,0.601074,14.9,
72,81,14.074,0.949876,14.8167,
72,82,7.473,0.593881,12.5833,
72,83,15.447,0.991251,15.5833,
72,84,12.5,0.724638,17.25,
72,85,15.008,0.90319,16.6167,
72,86,11.973,0.821006,14.5833,
72,87,6.763,0.686599,9.85,
72,88,7.193,0.544924,13.2,
72,89,7.975,0.540678,14.75,
72,90,16.244,0.972695,16.7,
72,91,17.952,0.854857,21,
72,92,16.265,0.896967,18.1333,
72,93,7.574,0.546202,13.8667,
72,94,8.43,0.728818,11.5667,
72,95,3.029,0.497918,6.08333,
72,96,16.218,0.918,17.6667,
72,97,9.872,0.693583,14.2333,
72,98,8.646,0.687099,12.5833,
72,99,20.364,1.06991,19.0333,
72,100,9.863,0.610712,16.15,
72,101,6.279,0.529129,11.8667,
72,102,13.852,0.985907,14.05,
72,103,11.604,0.778792,14.9,
72,104,15.236,0.886673,17.1833,
72,105,8.801,0.693903,12.6833,
72,106,15.412,0.901287,17.1,
72,107,16.176,0.995446,16.25,
72,108,7.099,0.526502,13.4833,
72,109,14.229,0.737254,19.3,
72,110,21.255,1.20653,17.6167,
72,111,15.363,0.94931,16.1833,
72,112,8.2,0.563574,14.55,
72,113,6.733,0.590614,11.4,
72,114,4.882,0.548539,8.9,
72,115,16.163,0.908885,17.7833,
72,116,11.179,0.668068,16.7333,
72,117,8.086,0.649478,12.45,
72,118,10.252,0.819068,12.5167,
72,119,17.264,0.96,17.9833,
72,120,4.623,0.542818,8.51667,
72,121,15.306,0.895088,17.1,
72,122,7.34,0.607448,12.0833,
72,123,20.18,1.01407,19.9,
72,124,15.176,0.975949,15.55,
72,125,10.369,0.819684,12.65,
72,126,20.206,1.12152,18.0167,
72,127,8.765,0.684766,12.8,
72,128,15.76,0.983975,16.0167,
72,129,12.175,0.743133,16.3833,
72,130,3.279,0.481027,6.81667,
72,131,5.136,0.514457,9.98333,
72,132,9.197,0.713868,12.8833,
72,133,14.376,0.944754,15.2167,
72,134,10.854,0.7913,13.7167,
72,135,4.616,0.50265,9.18333,
72,136,12.084,0.752116,16.0667,
72,137,16.199,0.93366,17.35,
72,138,7.52,0.634599,11.85,
72,139,8.031,0.616978,13.0167,
72,140,7.464,0.647168,11.5333,
73,0,18.222,0.970977,18.7667,
73,1,15.554,1.00782,15.4333,
73,2,15.114,0.993253,15.2167,
73,3,8.053,0.802625,10.0333,
73,4,27.151,1.28576,21.1167,
73,5,5.781,0.63644,9.08333,
73,6,6.539,0.625742,10.45,
73,7,8.031,0.581255,13.8167,
73,8,7.967,0.582241,13.6833,
73,9,7.119,0.616364,11.55,
73,10,17.881,0.959624,18.6333,
73,11,2.756,0.463193,5.95,
73,12,14.616,1.01735,14.3667,
73,13,5.696,0.614676,9.26667,
73,14,6.308,0.62975,10.0167,
73,15,7.157,0.614335,11.65,
73,16,47.686,1.31972,36.1333,
73,17,9.11,0.826929,11.0167,
73,18,6.424,0.619678,10.3667,
73,19,6.566,0.621388,10.5667,
73,20,5.307,0.612346,8.66667,
73,21,7.855,0.592085,13.2667,
73,22,29.508,1.32919,22.2,
73,23,10.701,0.879534,12.1667,
73,24,6.796,0.618756,10.9833,
73,25,21.72,0.867066,25.05,
73,26,8.181,0.865714,9.45,
73,27,7.687,0.602902,12.75,
73,28,6.138,0.629538,9.75,
73,29,5.318,0.651184,8.16667,
73,30,37.281,0.967919,38.5167,
73,31,4.261,0.593179,7.18333,
73,32,3.386,0.628978,5.38333,
73,33,3.298,0.587181,5.61667,
73,34,14.836,1.06224,13.9667,
73,35,12.044,0.854184,14.1,
73,36,5.661,0.646971,8.75,
73,37,7.538,0.609542,12.3667,
73,38,2.487,0.478269,5.2,
73,39,14.57,1.00483,14.5,
73,40,6.771,0.668191,10.1333,
73,41,14.775,1.0178,14.5167,
73,42,5.908,0.512254,11.5333,
73,43,1.29,0.519463,2.48333,
73,44,3.736,0.661239,5.65,
73,45,10.542,0.779926,13.5167,
73,46,9.496,0.606773,15.65,
73,47,6.789,0.626677,10.8333,
73,48,3.198,0.592222,5.4,
73,49,18.429,0.932327,19.7667,
73,50,0.68,0.420619,1.61667,
73,51,16.866,0.88613,19.0333,
73,52,0.447,0.377746,1.18333,
73,53,15.089,1.07014,14.1,
73,54,17.542,0.915235,19.1667,
73,55,8.644,0.811643,10.65,
73,56,6.571,0.603767,10.8833,
73,57,9.459,0.921331,10.2667,
73,58,6.731,0.62228,10.8167,
73,59,12.132,0.853365,14.2167,
73,60,4.098,0.64876,6.31667,
73,61,14.78,0.986429,14.9833,
73,62,7.822,0.78745,9.93333,
73,63,6.246,0.600577,10.4,
73,64,14.733,1.07934,13.65,
73,65,0.773,0.493404,1.56667,
73,66,11.955,0.884464,13.5167,
73,67,1.259,0.395497,3.18333,
73,68,9.021,0.616469,14.6333,
73,69,2.547,0.581065,4.38333,
73,70,14.847,1.00092,14.8333,
73,71,4.297,0.678474,6.33333,
73,72,5.731,0.57598,9.95,
73,73,0,0,0,
73,74,8.96,0.615808,14.55,
73,75,6.411,0.594529,10.7833,
73,76,14.279,1.10547,12.9167,
73,77,7.165,0.593785,12.0667,
73,78,7.149,0.638304,11.2,
73,79,7.107,0.583338,12.1833,
73,80,3.848,0.64312,5.98333,
73,81,13.114,1.0853,12.0833,
73,82,10.689,0.801675,13.3333,
73,83,14.637,1.00025,14.6333,
73,84,6.95,0.609649,11.4,
73,85,7.743,0.587332,13.1833,
73,86,15.74,0.805115,19.55,
73,87,2.259,0.584224,3.86667,
73,88,2.664,0.54,4.93333,
73,89,2.838,0.527183,5.38333,
73,90,15.186,1.07195,14.1667,
73,91,21.488,0.95573,22.4833,
73,92,15.305,0.998152,15.3333,
73,93,3.854,0.581005,6.63333,
73,94,5.894,0.616098,9.56667,
73,95,6.795,0.612162,11.1,
73,96,15.258,1.02747,14.85,
73,97,4.835,0.637582,7.58333,
73,98,2.856,0.582857,4.9,
73,99,19.405,1.19661,16.2167,
73,100,4.756,0.65903,7.21667,
73,101,0.51,0.51,1,
73,102,12.892,1.14426,11.2667,
73,103,7.776,0.602013,12.9167,
73,104,7.971,0.576912,13.8167,
73,105,6.265,0.589185,10.6333,
73,106,7.132,0.667582,10.6833,
73,107,10.131,0.608468,16.65,
73,108,1.962,0.463465,4.23333,
73,109,17.84,0.943084,18.9167,
73,110,20.857,1.30221,16.0167,
73,111,14.964,1.02728,14.5667,
73,112,8.833,0.77032,11.4667,
73,113,9.662,0.819972,11.7833,
73,114,7.374,0.627574,11.75,
73,115,15.203,1.01692,14.95,
73,116,5.922,0.636774,9.3,
73,117,2.759,0.506239,5.45,
73,118,9.292,0.951399,9.76667,
73,119,16.865,1.0294,16.3833,
73,120,8.402,0.627015,13.4,
73,121,6.444,0.617636,10.4333,
73,122,10.252,0.827887,12.3833,
73,123,19.782,1.08098,18.3,
73,124,14.778,1.05935,13.95,
73,125,9.409,0.956847,9.83333,
73,126,19.808,1.20658,16.4167,
73,127,2.735,0.586071,4.66667,
73,128,14.415,1.07441,13.4167,
73,129,11.215,0.833829,13.45,
73,130,6.187,0.549142,11.2667,
73,131,1.364,0.49006,2.78333,
73,132,5.77,0.607368,9.5,
73,133,7.584,0.585637,12.95,
73,134,9.894,0.892692,11.0833,
73,135,6.521,0.620063,10.5167,
73,136,11.124,0.828089,13.4333,
73,137,15.8,1.00317,15.75,
73,138,2.034,0.484286,4.2,
73,139,12.071,0.764794,15.7833,
73,140,1.837,0.465063,3.95,
74,0,8.772,0.667072,13.15,
74,1,11.622,0.810837,14.3333,
74,2,11.775,0.809278,14.55,
74,3,2.58,0.485266,5.31667,
74,4,25.566,1.22815,20.8167,
74,5,3.842,0.51,7.53333,
74,6,3.885,0.55237,7.03333,
74,7,10.924,0.847917,12.8833,
74,8,12.285,0.922528,13.3167,
74,9,6.715,0.54891,12.2333,
74,10,22.603,1.20549,18.75,
74,11,6.595,0.549583,12,
74,12,12.761,0.929199,13.7333,
74,13,6.947,0.539922,12.8667,
74,14,7.726,0.536528,14.4,
74,15,11.989,0.978694,12.25,
74,16,45.302,1.30365,34.75,
74,17,1.51,0.390517,3.86667,
74,18,3.25,0.445205,7.3,
74,19,7.983,0.531609,15.0167,
74,20,4.164,0.516198,8.06667,
74,21,7.425,0.543293,13.6667,
74,22,34.834,1.18015,29.5167,
74,23,4.134,0.536883,7.7,
74,24,11.639,0.8475,13.7333,
74,25,14.007,0.859325,16.3,
74,26,2.77,0.437368,6.33333,
74,27,7.256,0.552487,13.1333,
74,28,4.794,0.52778,9.08333,
74,29,6.736,0.543957,12.3833,
74,30,30.827,0.999795,30.8333,
74,31,6.267,0.504725,12.4167,
74,32,6.822,0.57732,11.8167,
74,33,6.733,0.558755,12.05,
74,34,9.871,0.836525,11.8,
74,35,4.302,0.465081,9.25,
74,36,5.791,0.538698,10.75,
74,37,11.534,0.862893,13.3667,
74,38,6.503,0.565478,11.5,
74,39,9.762,0.847641,11.5167,
74,40,7.914,0.558635,14.1667,
74,41,13.19,0.928873,14.2,
74,42,4.088,0.465427,8.78333,
74,43,8.664,0.657193,13.1833,
74,44,12.836,0.761028,16.8667,
74,45,3.902,0.520267,7.5,
74,46,9.923,0.878142,11.3,
74,47,3.04,0.48254,6.3,
74,48,11.578,0.627534,18.45,
74,49,10.453,0.813463,12.85,
74,50,10.052,0.632201,15.9,
74,51,8.842,0.744067,11.8833,
74,52,9.187,0.661729,13.8833,
74,53,13.252,0.976806,13.5667,
74,54,22.868,0.883503,25.8833,
74,55,2.342,0.403793,5.8,
74,56,7.988,0.522092,15.3,
74,57,6.59,0.571387,11.5333,
74,58,2.877,0.4795,6,
74,59,3.081,0.460998,6.68333,
74,60,6.548,0.521061,12.5667,
74,61,11.797,0.819236,14.4,
74,62,3.274,0.477956,6.85,
74,63,3.688,0.466835,7.9,
74,64,10.018,0.795079,12.6,
74,65,10.145,0.639391,15.8667,
74,66,5.045,0.579885,8.7,
74,67,10.897,0.60149,18.1167,
74,68,9.447,0.921659,10.25,
74,69,10.928,0.627445,17.4167,
74,70,13.01,0.907674,14.3333,
74,71,6.611,0.517833,12.7667,
74,72,6.794,0.556885,12.2,
74,73,9.372,0.653101,14.35,
74,74,0,0,0,
74,75,6.728,0.550723,12.2167,
74,76,12.442,1.00745,12.35,
74,77,11.261,0.874075,12.8833,
74,78,2.618,0.450086,5.81667,
74,79,2.236,0.402883,5.55,
74,80,7.167,0.526985,13.6,
74,81,11.528,0.983898,11.7167,
74,82,2.199,0.444242,4.95,
74,83,9.829,0.842486,11.6667,
74,84,11.705,0.833096,14.05,
74,85,10.98,0.858931,12.7833,
74,86,11.907,0.855593,13.9167,
74,87,11.961,0.765096,15.6333,
74,88,7.383,0.548243,13.4667,
74,89,8.204,0.563204,14.5667,
74,90,10.625,0.83116,12.7833,
74,91,13.511,0.880195,15.35,
74,92,11.92,0.800896,14.8833,
74,93,6.827,0.534055,12.7833,
74,94,4.591,0.533837,8.6,
74,95,4.109,0.525672,7.81667,
74,96,13.421,0.938531,14.3,
74,97,6.032,0.534594,11.2833,
74,98,11.236,0.626543,17.9333,
74,99,17.568,1.12136,15.6667,
74,100,6.858,0.508628,13.4833,
74,101,9.882,0.645882,15.3,
74,102,11.307,1.0326,10.95,
74,103,7.346,0.553024,13.2833,
74,104,11.484,0.83318,13.7833,
74,105,4.962,0.510669,9.71667,
74,106,8.274,0.560316,14.7667,
74,107,10.558,0.856054,12.3333,
74,108,9.092,0.561813,16.1833,
74,109,23.339,1.17281,19.9,
74,110,26.183,1.15174,22.7333,
74,111,20.29,0.953328,21.2833,
74,112,4.472,0.505311,8.85,
74,113,1.038,0.342198,3.03333,
74,114,1.589,0.427534,3.71667,
74,115,11.545,0.813984,14.1833,
74,116,7.34,0.532527,13.7833,
74,117,11.53,0.597926,19.2833,
74,118,6.548,0.621646,10.5333,
74,119,22.191,0.960649,23.1,
74,120,3.202,0.487614,6.56667,
74,121,7.862,0.528242,14.8833,
74,122,3.612,0.56733,6.36667,
74,123,25.108,1.00365,25.0167,
74,124,20.103,0.972726,20.6667,
74,125,6.665,0.623869,10.6833,
74,126,25.133,1.08644,23.1333,
74,127,11.115,0.627966,17.7,
74,128,10.141,0.839255,12.0833,
74,129,6.861,0.553306,12.4,
74,130,5.075,0.512626,9.9,
74,131,8.739,0.651354,13.4167,
74,132,5.358,0.539396,9.93333,
74,133,11.831,0.976424,12.1167,
74,134,7.149,0.608426,11.75,
74,135,2.636,0.419523,6.28333,
74,136,7.018,0.553325,12.6833,
74,137,21.126,0.940326,22.4667,
74,138,12.717,0.72051,17.65,
74,139,3.582,0.4975,7.2,
74,140,10.907,0.593848,18.3667,
75,0,13.069,0.6995,18.6833,
